10	0.000050000000000
10	0.000019000000000
10	0.000014000000000
12	0.000057000000000
12	0.000023000000000
12	0.000048000000000
13	0.000021000000000
13	0.000019000000000
13	0.000023000000000
14	0.000021000000000
14	0.000018000000000
14	0.000018000000000
15	0.000028000000000
15	0.000024000000000
15	0.000022000000000
20	0.000033000000000
20	0.000045000000000
20	0.000031000000000
50	0.000231000000000
50	0.000169000000000
50	0.000157000000000
100	0.000670000000000
100	0.000737000000000
100	0.000715000000000
500	0.016606000000000
500	0.016948000000000
500	0.014735000000000
1000	0.061715000000000
1000	0.062902000000000
1000	0.059538000000000
2000	0.221837000000000
2000	0.225607000000000
2000	0.225606000000000
3000	0.513657000000000
3000	0.510590000000000
3000	0.515883000000000
3000	0.505450000000000
5000	1.396667000000000
5000	1.443918000000000
5000	1.418278000000000
8000	3.760960000000000
8000	3.625414000000000
8000	3.390251000000000
10000	5.619411000000000
10000	5.482797000000000
10000	5.298607000000000
15000	13.028149000000001
15000	12.684423000000001
15000	12.440450999999999
20000	23.179638000000001
20000	23.491264999999999
20000	21.739788999999998
50000	151.048809000000006
50000	149.965047999999996
50000	150.686133000000012
